DATA_MC|KOD_WOJ|NAME|PLEC|WIEK|LICZBA
2020-06|32|WOJ. ZACHODNIOPOMORSKIE|M|26|15
2020-06|32|WOJ. ZACHODNIOPOMORSKIE|M|24|12
2020-06|32|WOJ. ZACHODNIOPOMORSKIE|M|15|2
2020-06|32|WOJ. ZACHODNIOPOMORSKIE|M|45|3
2020-06|32|WOJ. ZACHODNIOPOMORSKIE|M|39|9
2020-06|32|WOJ. ZACHODNIOPOMORSKIE|M|40|7
2020-06|32|WOJ. ZACHODNIOPOMORSKIE|M|28|8
2020-06|32|WOJ. ZACHODNIOPOMORSKIE|M|29|11
2020-06|32|WOJ. ZACHODNIOPOMORSKIE|M|18|201
2020-06|32|WOJ. ZACHODNIOPOMORSKIE|M|22|16
2020-06|32|WOJ. ZACHODNIOPOMORSKIE|M|33|8
2020-06|32|WOJ. ZACHODNIOPOMORSKIE|M|16|2
2020-06|32|WOJ. ZACHODNIOPOMORSKIE|M|54|1
2020-06|32|WOJ. ZACHODNIOPOMORSKIE|M|58|1
2020-06|32|WOJ. ZACHODNIOPOMORSKIE|M|19|106
2020-06|32|WOJ. ZACHODNIOPOMORSKIE|M|21|22
2020-06|32|WOJ. ZACHODNIOPOMORSKIE|M|52|3
2020-06|32|WOJ. ZACHODNIOPOMORSKIE|M|44|1
2020-06|32|WOJ. ZACHODNIOPOMORSKIE|M|48|1
2020-06|32|WOJ. ZACHODNIOPOMORSKIE|M|31|7
2020-06|32|WOJ. ZACHODNIOPOMORSKIE|M|37|5
2020-06|32|WOJ. ZACHODNIOPOMORSKIE|M|49|2
2020-06|32|WOJ. ZACHODNIOPOMORSKIE|M|23|12
2020-06|32|WOJ. ZACHODNIOPOMORSKIE|M|25|11
2020-06|32|WOJ. ZACHODNIOPOMORSKIE|M|51|2
2020-06|32|WOJ. ZACHODNIOPOMORSKIE|M|43|1
2020-06|32|WOJ. ZACHODNIOPOMORSKIE|M|34|5
2020-06|32|WOJ. ZACHODNIOPOMORSKIE|M|38|5
2020-06|32|WOJ. ZACHODNIOPOMORSKIE|M|27|12
2020-06|32|WOJ. ZACHODNIOPOMORSKIE|M|35|7
2020-06|32|WOJ. ZACHODNIOPOMORSKIE|M|50|1
2020-06|32|WOJ. ZACHODNIOPOMORSKIE|M|17|6
2020-06|32|WOJ. ZACHODNIOPOMORSKIE|M|41|2
2020-06|32|WOJ. ZACHODNIOPOMORSKIE|M|66|1
2020-06|32|WOJ. ZACHODNIOPOMORSKIE|M|36|7
2020-06|32|WOJ. ZACHODNIOPOMORSKIE|M|30|10
2020-06|32|WOJ. ZACHODNIOPOMORSKIE|M|32|7
2020-06|32|WOJ. ZACHODNIOPOMORSKIE|M|55|1
