DATA_MC|KOD_WOJ|NAME|PLEC|WIEK|KOD_UPRAWNIENIA|LICZBA
2020-07|10|WOJ. £ÓDZKIE|M|19|T|4
2020-07|10|WOJ. £ÓDZKIE|M|19|B+E|4
2020-07|10|WOJ. £ÓDZKIE|M|19|C1+E|3
2020-07|10|WOJ. £ÓDZKIE|M|19|A1|9
2020-07|10|WOJ. £ÓDZKIE|M|20|C+E|5
2020-07|10|WOJ. £ÓDZKIE|M|20|A2|4
2020-07|10|WOJ. £ÓDZKIE|M|20|A1|2
2020-07|10|WOJ. £ÓDZKIE|M|20|B1|34
2020-07|10|WOJ. £ÓDZKIE|M|20|C1+E|5
2020-07|10|WOJ. £ÓDZKIE|M|20|A|1
2020-07|10|WOJ. £ÓDZKIE|M|20|T|7
2020-07|10|WOJ. £ÓDZKIE|M|20|AM|34
2020-07|10|WOJ. £ÓDZKIE|M|20|B|34
2020-07|10|WOJ. £ÓDZKIE|M|20|C|8
2020-07|10|WOJ. £ÓDZKIE|M|20|C1|8
2020-07|10|WOJ. £ÓDZKIE|M|20|B+E|5
2020-07|10|WOJ. £ÓDZKIE|M|21|C|18
2020-07|10|WOJ. £ÓDZKIE|M|21|A2|8
2020-07|10|WOJ. £ÓDZKIE|M|21|A|4
2020-07|10|WOJ. £ÓDZKIE|M|21|D+E|1
2020-07|10|WOJ. £ÓDZKIE|M|21|C1+E|15
2020-07|10|WOJ. £ÓDZKIE|M|21|D1+E|1
2020-07|10|WOJ. £ÓDZKIE|M|21|B|27
2020-07|10|WOJ. £ÓDZKIE|M|21|A1|8
2020-07|10|WOJ. £ÓDZKIE|M|21|T|17
2020-07|10|WOJ. £ÓDZKIE|M|21|C1|18
2020-07|10|WOJ. £ÓDZKIE|M|21|C+E|15
2020-07|10|WOJ. £ÓDZKIE|M|21|B1|27
2020-07|10|WOJ. £ÓDZKIE|M|21|B+E|18
2020-07|10|WOJ. £ÓDZKIE|M|21|D1|1
2020-07|10|WOJ. £ÓDZKIE|M|21|AM|26
2020-07|10|WOJ. £ÓDZKIE|M|21|D|1
2020-07|10|WOJ. £ÓDZKIE|M|22|A1|7
2020-07|10|WOJ. £ÓDZKIE|M|22|U|1
2020-07|10|WOJ. £ÓDZKIE|M|22|C|19
2020-07|10|WOJ. £ÓDZKIE|M|22|C1+E|14
2020-07|10|WOJ. £ÓDZKIE|M|22|AM|20
2020-07|10|WOJ. £ÓDZKIE|M|22|B1|20
2020-07|10|WOJ. £ÓDZKIE|M|22|C+E|14
2020-07|10|WOJ. £ÓDZKIE|M|22|C1|19
2020-07|10|WOJ. £ÓDZKIE|M|22|A|5
2020-07|10|WOJ. £ÓDZKIE|M|22|A2|8
2020-07|10|WOJ. £ÓDZKIE|M|22|B|20
2020-07|10|WOJ. £ÓDZKIE|M|22|T|11
2020-07|10|WOJ. £ÓDZKIE|M|22|B+E|15
2020-07|10|WOJ. £ÓDZKIE|M|23|A|3
2020-07|10|WOJ. £ÓDZKIE|M|23|B+E|14
2020-07|10|WOJ. £ÓDZKIE|M|23|C|17
2020-07|10|WOJ. £ÓDZKIE|M|23|C1+E|14
2020-07|10|WOJ. £ÓDZKIE|M|23|C+E|14
2020-07|10|WOJ. £ÓDZKIE|M|23|B1|11
2020-07|10|WOJ. £ÓDZKIE|M|23|A2|1
2020-07|10|WOJ. £ÓDZKIE|M|23|AM|11
2020-07|10|WOJ. £ÓDZKIE|M|23|A1|3
2020-07|10|WOJ. £ÓDZKIE|M|23|T|15
2020-07|10|WOJ. £ÓDZKIE|M|23|B|11
2020-07|10|WOJ. £ÓDZKIE|M|23|C1|17
2020-07|10|WOJ. £ÓDZKIE|M|24|C|18
2020-07|10|WOJ. £ÓDZKIE|M|24|C+E|13
2020-07|10|WOJ. £ÓDZKIE|M|24|C1+E|13
2020-07|10|WOJ. £ÓDZKIE|M|24|B|13
2020-07|10|WOJ. £ÓDZKIE|M|24|B1|14
2020-07|10|WOJ. £ÓDZKIE|M|24|C1|18
2020-07|10|WOJ. £ÓDZKIE|M|24|T|14
2020-07|10|WOJ. £ÓDZKIE|M|24|A|13
2020-07|10|WOJ. £ÓDZKIE|M|24|AM|14
2020-07|10|WOJ. £ÓDZKIE|M|24|A2|12
2020-07|10|WOJ. £ÓDZKIE|M|24|D|1
2020-07|10|WOJ. £ÓDZKIE|M|24|D1|1
2020-07|10|WOJ. £ÓDZKIE|M|24|A1|11
2020-07|10|WOJ. £ÓDZKIE|M|24|B+E|14
2020-07|10|WOJ. £ÓDZKIE|M|25|B|13
2020-07|10|WOJ. £ÓDZKIE|M|25|D+E|1
2020-07|10|WOJ. £ÓDZKIE|M|25|C|11
2020-07|10|WOJ. £ÓDZKIE|M|25|D1|2
2020-07|10|WOJ. £ÓDZKIE|M|25|AM|13
2020-07|10|WOJ. £ÓDZKIE|M|25|A|27
2020-07|10|WOJ. £ÓDZKIE|M|25|B+E|11
2020-07|10|WOJ. £ÓDZKIE|M|25|C1+E|12
2020-07|10|WOJ. £ÓDZKIE|M|25|B1|13
2020-07|10|WOJ. £ÓDZKIE|M|25|A1|26
2020-07|10|WOJ. £ÓDZKIE|M|25|C+E|12
2020-07|10|WOJ. £ÓDZKIE|M|25|A2|26
2020-07|10|WOJ. £ÓDZKIE|M|25|D|2
2020-07|10|WOJ. £ÓDZKIE|M|25|T|10
2020-07|10|WOJ. £ÓDZKIE|M|25|C1|11
2020-07|10|WOJ. £ÓDZKIE|M|25|D1+E|1
2020-07|10|WOJ. £ÓDZKIE|M|26|B|12
2020-07|10|WOJ. £ÓDZKIE|M|26|C+E|14
2020-07|10|WOJ. £ÓDZKIE|M|26|AM|13
2020-07|10|WOJ. £ÓDZKIE|M|26|C|18
2020-07|10|WOJ. £ÓDZKIE|M|26|C1+E|14
2020-07|10|WOJ. £ÓDZKIE|M|26|B+E|16
2020-07|10|WOJ. £ÓDZKIE|M|26|A|11
2020-07|10|WOJ. £ÓDZKIE|M|26|C1|18
2020-07|10|WOJ. £ÓDZKIE|M|26|B1|13
2020-07|10|WOJ. £ÓDZKIE|M|26|A1|9
2020-07|10|WOJ. £ÓDZKIE|M|26|T|16
2020-07|10|WOJ. £ÓDZKIE|M|26|A2|9
2020-07|10|WOJ. £ÓDZKIE|M|27|C|9
2020-07|10|WOJ. £ÓDZKIE|M|27|A1|14
2020-07|10|WOJ. £ÓDZKIE|M|27|T|5
2020-07|10|WOJ. £ÓDZKIE|M|27|AM|15
2020-07|10|WOJ. £ÓDZKIE|M|27|A|14
2020-07|10|WOJ. £ÓDZKIE|M|27|B+E|5
2020-07|10|WOJ. £ÓDZKIE|M|27|D1+E|1
2020-07|10|WOJ. £ÓDZKIE|M|27|D1|1
2020-07|10|WOJ. £ÓDZKIE|M|27|B|15
2020-07|10|WOJ. £ÓDZKIE|M|27|C1|9
2020-07|10|WOJ. £ÓDZKIE|M|27|D+E|1
2020-07|10|WOJ. £ÓDZKIE|M|27|D|1
2020-07|10|WOJ. £ÓDZKIE|M|27|B1|15
2020-07|10|WOJ. £ÓDZKIE|M|27|C1+E|5
2020-07|10|WOJ. £ÓDZKIE|M|27|C+E|5
2020-07|10|WOJ. £ÓDZKIE|M|27|A2|14
2020-07|10|WOJ. £ÓDZKIE|M|28|A|7
2020-07|10|WOJ. £ÓDZKIE|M|28|B1|13
2020-07|10|WOJ. £ÓDZKIE|M|28|C1|9
2020-07|10|WOJ. £ÓDZKIE|M|28|B|13
2020-07|10|WOJ. £ÓDZKIE|M|28|T|9
2020-07|10|WOJ. £ÓDZKIE|M|28|C|9
2020-07|10|WOJ. £ÓDZKIE|M|28|B+E|9
2020-07|10|WOJ. £ÓDZKIE|M|28|A1|7
2020-07|10|WOJ. £ÓDZKIE|M|28|A2|7
2020-07|10|WOJ. £ÓDZKIE|M|28|D|1
2020-07|10|WOJ. £ÓDZKIE|M|28|C1+E|8
2020-07|10|WOJ. £ÓDZKIE|M|28|C+E|8
2020-07|10|WOJ. £ÓDZKIE|M|28|AM|13
2020-07|10|WOJ. £ÓDZKIE|M|28|D1|1
2020-07|10|WOJ. £ÓDZKIE|M|29|A|6
2020-07|10|WOJ. £ÓDZKIE|M|29|D1|3
2020-07|10|WOJ. £ÓDZKIE|M|29|A1|6
2020-07|10|WOJ. £ÓDZKIE|M|29|A2|6
2020-07|10|WOJ. £ÓDZKIE|M|29|C+E|14
2020-07|10|WOJ. £ÓDZKIE|M|29|C|10
2020-07|10|WOJ. £ÓDZKIE|M|29|B1|9
2020-07|10|WOJ. £ÓDZKIE|M|29|AM|9
2020-07|10|WOJ. £ÓDZKIE|M|29|D|3
2020-07|10|WOJ. £ÓDZKIE|M|29|B|9
2020-07|10|WOJ. £ÓDZKIE|M|29|C1|11
2020-07|10|WOJ. £ÓDZKIE|M|29|T|14
2020-07|10|WOJ. £ÓDZKIE|M|29|B+E|12
2020-07|10|WOJ. £ÓDZKIE|M|29|C1+E|14
2020-07|10|WOJ. £ÓDZKIE|M|30|C+E|5
2020-07|10|WOJ. £ÓDZKIE|M|30|B1|7
2020-07|10|WOJ. £ÓDZKIE|M|30|A|9
2020-07|10|WOJ. £ÓDZKIE|M|30|B|7
2020-07|10|WOJ. £ÓDZKIE|M|30|T|9
2020-07|10|WOJ. £ÓDZKIE|M|30|C|7
2020-07|10|WOJ. £ÓDZKIE|M|30|AM|8
2020-07|10|WOJ. £ÓDZKIE|M|30|C1+E|5
2020-07|10|WOJ. £ÓDZKIE|M|30|B+E|8
2020-07|10|WOJ. £ÓDZKIE|M|30|C1|7
2020-07|10|WOJ. £ÓDZKIE|M|30|A1|10
2020-07|10|WOJ. £ÓDZKIE|M|30|A2|9
2020-07|10|WOJ. £ÓDZKIE|M|31|A1|11
2020-07|10|WOJ. £ÓDZKIE|M|31|D|1
2020-07|10|WOJ. £ÓDZKIE|M|31|D+E|1
2020-07|10|WOJ. £ÓDZKIE|M|31|T|7
2020-07|10|WOJ. £ÓDZKIE|M|31|B+E|7
2020-07|10|WOJ. £ÓDZKIE|M|31|D1+E|1
2020-07|10|WOJ. £ÓDZKIE|M|31|B|9
2020-07|10|WOJ. £ÓDZKIE|M|31|A2|10
2020-07|10|WOJ. £ÓDZKIE|M|31|C+E|6
2020-07|10|WOJ. £ÓDZKIE|M|31|C1|8
2020-07|10|WOJ. £ÓDZKIE|M|31|C|8
2020-07|10|WOJ. £ÓDZKIE|M|31|AM|10
2020-07|10|WOJ. £ÓDZKIE|M|31|C1+E|6
2020-07|10|WOJ. £ÓDZKIE|M|31|A|10
2020-07|10|WOJ. £ÓDZKIE|M|31|B1|9
2020-07|10|WOJ. £ÓDZKIE|M|31|D1|1
2020-07|10|WOJ. £ÓDZKIE|M|32|B1|6
2020-07|10|WOJ. £ÓDZKIE|M|32|D1+E|1
2020-07|10|WOJ. £ÓDZKIE|M|32|AM|6
2020-07|10|WOJ. £ÓDZKIE|M|32|B|6
2020-07|10|WOJ. £ÓDZKIE|M|32|A1|6
2020-07|10|WOJ. £ÓDZKIE|M|32|C1+E|5
2020-07|10|WOJ. £ÓDZKIE|M|32|D+E|1
2020-07|10|WOJ. £ÓDZKIE|M|32|C|4
2020-07|10|WOJ. £ÓDZKIE|M|32|B+E|5
2020-07|10|WOJ. £ÓDZKIE|M|32|C1|4
2020-07|10|WOJ. £ÓDZKIE|M|32|C+E|5
2020-07|10|WOJ. £ÓDZKIE|M|32|T|5
2020-07|10|WOJ. £ÓDZKIE|M|32|A|6
2020-07|10|WOJ. £ÓDZKIE|M|32|A2|6
2020-07|10|WOJ. £ÓDZKIE|M|33|A1|12
2020-07|10|WOJ. £ÓDZKIE|M|33|A2|12
2020-07|10|WOJ. £ÓDZKIE|M|33|AM|5
2020-07|10|WOJ. £ÓDZKIE|M|33|T|5
2020-07|10|WOJ. £ÓDZKIE|M|33|C1|8
2020-07|10|WOJ. £ÓDZKIE|M|33|B+E|5
2020-07|10|WOJ. £ÓDZKIE|M|33|A|12
2020-07|10|WOJ. £ÓDZKIE|M|33|B1|4
2020-07|10|WOJ. £ÓDZKIE|M|33|B|4
2020-07|10|WOJ. £ÓDZKIE|M|33|C|8
2020-07|10|WOJ. £ÓDZKIE|M|33|C1+E|5
2020-07|10|WOJ. £ÓDZKIE|M|33|C+E|5
2020-07|10|WOJ. £ÓDZKIE|M|34|T|13
2020-07|10|WOJ. £ÓDZKIE|M|34|B+E|13
2020-07|10|WOJ. £ÓDZKIE|M|34|B1|9
2020-07|10|WOJ. £ÓDZKIE|M|34|C|9
2020-07|10|WOJ. £ÓDZKIE|M|34|C1+E|12
2020-07|10|WOJ. £ÓDZKIE|M|34|A1|11
2020-07|10|WOJ. £ÓDZKIE|M|34|C+E|12
2020-07|10|WOJ. £ÓDZKIE|M|34|A|11
2020-07|10|WOJ. £ÓDZKIE|M|34|C1|9
2020-07|10|WOJ. £ÓDZKIE|M|34|B|9
2020-07|10|WOJ. £ÓDZKIE|M|34|A2|11
2020-07|10|WOJ. £ÓDZKIE|M|34|AM|9
2020-07|10|WOJ. £ÓDZKIE|M|35|C1+E|3
2020-07|10|WOJ. £ÓDZKIE|M|35|D+E|1
2020-07|10|WOJ. £ÓDZKIE|M|35|D|2
2020-07|10|WOJ. £ÓDZKIE|M|35|D1|2
2020-07|10|WOJ. £ÓDZKIE|M|35|A1|4
2020-07|10|WOJ. £ÓDZKIE|M|35|C|2
2020-07|10|WOJ. £ÓDZKIE|M|35|AM|11
2020-07|10|WOJ. £ÓDZKIE|M|35|C+E|3
2020-07|10|WOJ. £ÓDZKIE|M|35|T|4
2020-07|10|WOJ. £ÓDZKIE|M|35|D1+E|1
2020-07|10|WOJ. £ÓDZKIE|M|35|B|11
2020-07|10|WOJ. £ÓDZKIE|M|35|B1|11
2020-07|10|WOJ. £ÓDZKIE|M|35|A|4
2020-07|10|WOJ. £ÓDZKIE|M|35|B+E|4
2020-07|10|WOJ. £ÓDZKIE|M|35|C1|2
2020-07|10|WOJ. £ÓDZKIE|M|35|A2|4
2020-07|10|WOJ. £ÓDZKIE|M|36|C1+E|2
2020-07|10|WOJ. £ÓDZKIE|M|36|U|1
2020-07|10|WOJ. £ÓDZKIE|M|36|C1|3
2020-07|10|WOJ. £ÓDZKIE|M|36|AM|5
2020-07|10|WOJ. £ÓDZKIE|M|36|B|5
2020-07|10|WOJ. £ÓDZKIE|M|36|B1|5
2020-07|10|WOJ. £ÓDZKIE|M|36|B+E|7
2020-07|10|WOJ. £ÓDZKIE|M|36|A|10
2020-07|10|WOJ. £ÓDZKIE|M|36|T|6
2020-07|10|WOJ. £ÓDZKIE|M|36|C+E|2
2020-07|10|WOJ. £ÓDZKIE|M|36|A2|10
2020-07|10|WOJ. £ÓDZKIE|M|36|A1|10
2020-07|10|WOJ. £ÓDZKIE|M|36|C|3
2020-07|10|WOJ. £ÓDZKIE|M|37|D1+E|1
2020-07|10|WOJ. £ÓDZKIE|M|37|A|7
2020-07|10|WOJ. £ÓDZKIE|M|37|A2|7
2020-07|10|WOJ. £ÓDZKIE|M|37|C+E|6
2020-07|10|WOJ. £ÓDZKIE|M|37|AM|7
2020-07|10|WOJ. £ÓDZKIE|M|37|D+E|1
2020-07|10|WOJ. £ÓDZKIE|M|37|C|5
2020-07|10|WOJ. £ÓDZKIE|M|37|B1|7
2020-07|10|WOJ. £ÓDZKIE|M|37|C1+E|6
2020-07|10|WOJ. £ÓDZKIE|M|37|A1|7
2020-07|10|WOJ. £ÓDZKIE|M|37|C1|5
2020-07|10|WOJ. £ÓDZKIE|M|37|B|7
2020-07|10|WOJ. £ÓDZKIE|M|37|T|10
2020-07|10|WOJ. £ÓDZKIE|M|37|B+E|10
2020-07|10|WOJ. £ÓDZKIE|M|38|B|9
2020-07|10|WOJ. £ÓDZKIE|M|38|B+E|4
2020-07|10|WOJ. £ÓDZKIE|M|38|A1|9
2020-07|10|WOJ. £ÓDZKIE|M|38|A|9
2020-07|10|WOJ. £ÓDZKIE|M|38|C1|5
2020-07|10|WOJ. £ÓDZKIE|M|38|D1|1
2020-07|10|WOJ. £ÓDZKIE|M|38|T|4
2020-07|10|WOJ. £ÓDZKIE|M|38|C+E|4
2020-07|10|WOJ. £ÓDZKIE|M|38|C1+E|4
2020-07|10|WOJ. £ÓDZKIE|M|38|A2|10
2020-07|10|WOJ. £ÓDZKIE|M|38|C|5
2020-07|10|WOJ. £ÓDZKIE|M|38|AM|9
2020-07|10|WOJ. £ÓDZKIE|M|38|D|1
2020-07|10|WOJ. £ÓDZKIE|M|38|B1|9
2020-07|10|WOJ. £ÓDZKIE|M|39|B|9
2020-07|10|WOJ. £ÓDZKIE|M|39|D|2
2020-07|10|WOJ. £ÓDZKIE|M|39|C1+E|4
2020-07|10|WOJ. £ÓDZKIE|M|39|D1+E|2
2020-07|10|WOJ. £ÓDZKIE|M|39|C+E|4
2020-07|10|WOJ. £ÓDZKIE|M|39|D1|2
2020-07|10|WOJ. £ÓDZKIE|M|39|C1|5
2020-07|10|WOJ. £ÓDZKIE|M|39|A1|6
2020-07|10|WOJ. £ÓDZKIE|M|39|B1|10
2020-07|10|WOJ. £ÓDZKIE|M|39|D+E|2
2020-07|10|WOJ. £ÓDZKIE|M|39|A|6
2020-07|10|WOJ. £ÓDZKIE|M|39|T|4
2020-07|10|WOJ. £ÓDZKIE|M|39|A2|6
2020-07|10|WOJ. £ÓDZKIE|M|39|AM|9
2020-07|10|WOJ. £ÓDZKIE|M|39|B+E|4
2020-07|10|WOJ. £ÓDZKIE|M|39|C|5
2020-07|10|WOJ. £ÓDZKIE|M|40|C1+E|3
2020-07|10|WOJ. £ÓDZKIE|M|40|C+E|3
2020-07|10|WOJ. £ÓDZKIE|M|40|D+E|2
2020-07|10|WOJ. £ÓDZKIE|M|40|D|1
2020-07|10|WOJ. £ÓDZKIE|M|40|B+E|6
2020-07|10|WOJ. £ÓDZKIE|M|40|C|5
2020-07|10|WOJ. £ÓDZKIE|M|40|B|4
2020-07|10|WOJ. £ÓDZKIE|M|40|D1+E|2
2020-07|10|WOJ. £ÓDZKIE|M|40|T|5
2020-07|10|WOJ. £ÓDZKIE|M|40|U|1
2020-07|10|WOJ. £ÓDZKIE|M|40|A2|8
2020-07|10|WOJ. £ÓDZKIE|M|40|AM|4
2020-07|10|WOJ. £ÓDZKIE|M|40|B1|4
2020-07|10|WOJ. £ÓDZKIE|M|40|C1|5
2020-07|10|WOJ. £ÓDZKIE|M|40|D1|1
2020-07|10|WOJ. £ÓDZKIE|M|40|A1|8
2020-07|10|WOJ. £ÓDZKIE|M|40|A|8
2020-07|10|WOJ. £ÓDZKIE|M|41|A|8
2020-07|10|WOJ. £ÓDZKIE|M|41|B+E|2
2020-07|10|WOJ. £ÓDZKIE|M|41|B|3
2020-07|10|WOJ. £ÓDZKIE|M|41|C1|4
2020-07|10|WOJ. £ÓDZKIE|M|41|C1+E|2
2020-07|10|WOJ. £ÓDZKIE|M|41|C|4
2020-07|10|WOJ. £ÓDZKIE|M|41|C+E|2
2020-07|10|WOJ. £ÓDZKIE|M|41|B1|3
2020-07|10|WOJ. £ÓDZKIE|M|41|D|2
2020-07|10|WOJ. £ÓDZKIE|M|41|D1+E|1
2020-07|10|WOJ. £ÓDZKIE|M|41|A1|9
2020-07|10|WOJ. £ÓDZKIE|M|41|AM|4
2020-07|10|WOJ. £ÓDZKIE|M|41|D1|2
2020-07|10|WOJ. £ÓDZKIE|M|41|A2|9
2020-07|10|WOJ. £ÓDZKIE|M|41|D+E|1
2020-07|10|WOJ. £ÓDZKIE|M|41|T|2
2020-07|10|WOJ. £ÓDZKIE|M|42|A2|3
2020-07|10|WOJ. £ÓDZKIE|M|42|AM|1
2020-07|10|WOJ. £ÓDZKIE|M|42|C+E|1
2020-07|10|WOJ. £ÓDZKIE|M|42|A1|4
2020-07|10|WOJ. £ÓDZKIE|M|42|C1|3
2020-07|10|WOJ. £ÓDZKIE|M|42|D1+E|1
2020-07|10|WOJ. £ÓDZKIE|M|42|C|3
2020-07|10|WOJ. £ÓDZKIE|M|42|B|1
2020-07|10|WOJ. £ÓDZKIE|M|42|B1|1
2020-07|10|WOJ. £ÓDZKIE|M|42|D+E|1
2020-07|10|WOJ. £ÓDZKIE|M|42|B+E|3
2020-07|10|WOJ. £ÓDZKIE|M|42|T|3
2020-07|10|WOJ. £ÓDZKIE|M|42|D|1
2020-07|10|WOJ. £ÓDZKIE|M|42|D1|1
2020-07|10|WOJ. £ÓDZKIE|M|42|C1+E|1
2020-07|10|WOJ. £ÓDZKIE|M|42|A|3
2020-07|10|WOJ. £ÓDZKIE|M|43|C1|3
2020-07|10|WOJ. £ÓDZKIE|M|43|T|3
2020-07|10|WOJ. £ÓDZKIE|M|43|B+E|4
2020-07|10|WOJ. £ÓDZKIE|M|43|A|4
2020-07|10|WOJ. £ÓDZKIE|M|43|B|4
2020-07|10|WOJ. £ÓDZKIE|M|43|A2|4
2020-07|10|WOJ. £ÓDZKIE|M|43|C|3
2020-07|10|WOJ. £ÓDZKIE|M|43|AM|4
2020-07|10|WOJ. £ÓDZKIE|M|43|C1+E|4
2020-07|10|WOJ. £ÓDZKIE|M|43|D1+E|1
2020-07|10|WOJ. £ÓDZKIE|M|43|C+E|4
2020-07|10|WOJ. £ÓDZKIE|M|43|A1|4
2020-07|10|WOJ. £ÓDZKIE|M|43|D+E|1
2020-07|10|WOJ. £ÓDZKIE|M|43|D1|1
2020-07|10|WOJ. £ÓDZKIE|M|43|D|1
2020-07|10|WOJ. £ÓDZKIE|M|43|B1|4
2020-07|10|WOJ. £ÓDZKIE|M|44|C1+E|4
2020-07|10|WOJ. £ÓDZKIE|M|44|B+E|5
2020-07|10|WOJ. £ÓDZKIE|M|44|D+E|1
2020-07|10|WOJ. £ÓDZKIE|M|44|T|5
2020-07|10|WOJ. £ÓDZKIE|M|44|A1|3
2020-07|10|WOJ. £ÓDZKIE|M|44|A2|3
2020-07|10|WOJ. £ÓDZKIE|M|44|D|1
2020-07|10|WOJ. £ÓDZKIE|M|44|C|4
2020-07|10|WOJ. £ÓDZKIE|M|44|A|3
2020-07|10|WOJ. £ÓDZKIE|M|44|C1|4
2020-07|10|WOJ. £ÓDZKIE|M|44|D1|1
2020-07|10|WOJ. £ÓDZKIE|M|44|C+E|4
2020-07|10|WOJ. £ÓDZKIE|M|44|D1+E|1
2020-07|10|WOJ. £ÓDZKIE|M|45|T|1
2020-07|10|WOJ. £ÓDZKIE|M|45|B|2
2020-07|10|WOJ. £ÓDZKIE|M|45|C1+E|1
2020-07|10|WOJ. £ÓDZKIE|M|45|D|1
2020-07|10|WOJ. £ÓDZKIE|M|45|A2|4
2020-07|10|WOJ. £ÓDZKIE|M|45|A1|4
2020-07|10|WOJ. £ÓDZKIE|M|45|C+E|1
2020-07|10|WOJ. £ÓDZKIE|M|45|B1|2
2020-07|10|WOJ. £ÓDZKIE|M|45|A|4
2020-07|10|WOJ. £ÓDZKIE|M|45|B+E|2
2020-07|10|WOJ. £ÓDZKIE|M|45|D1|1
2020-07|10|WOJ. £ÓDZKIE|M|45|AM|2
2020-07|10|WOJ. £ÓDZKIE|M|46|A1|2
2020-07|10|WOJ. £ÓDZKIE|M|46|B+E|3
2020-07|10|WOJ. £ÓDZKIE|M|46|C1+E|3
2020-07|10|WOJ. £ÓDZKIE|M|46|B|1
2020-07|10|WOJ. £ÓDZKIE|M|46|A2|2
2020-07|10|WOJ. £ÓDZKIE|M|46|C1|3
2020-07|10|WOJ. £ÓDZKIE|M|46|AM|1
2020-07|10|WOJ. £ÓDZKIE|M|46|B1|1
2020-07|10|WOJ. £ÓDZKIE|M|46|T|3
2020-07|10|WOJ. £ÓDZKIE|M|46|C|3
2020-07|10|WOJ. £ÓDZKIE|M|46|A|2
2020-07|10|WOJ. £ÓDZKIE|M|46|C+E|3
2020-07|10|WOJ. £ÓDZKIE|M|47|B1|1
2020-07|10|WOJ. £ÓDZKIE|M|47|B+E|1
2020-07|10|WOJ. £ÓDZKIE|M|47|B|1
2020-07|10|WOJ. £ÓDZKIE|M|47|C1+E|1
2020-07|10|WOJ. £ÓDZKIE|M|47|AM|1
2020-07|10|WOJ. £ÓDZKIE|M|47|A1|2
2020-07|10|WOJ. £ÓDZKIE|M|47|D|1
2020-07|10|WOJ. £ÓDZKIE|M|47|C1|1
2020-07|10|WOJ. £ÓDZKIE|M|47|C|1
2020-07|10|WOJ. £ÓDZKIE|M|47|T|1
2020-07|10|WOJ. £ÓDZKIE|M|47|A|2
2020-07|10|WOJ. £ÓDZKIE|M|47|A2|2
2020-07|10|WOJ. £ÓDZKIE|M|47|D1|1
2020-07|10|WOJ. £ÓDZKIE|M|47|C+E|1
2020-07|10|WOJ. £ÓDZKIE|M|48|B+E|1
2020-07|10|WOJ. £ÓDZKIE|M|48|A1|2
2020-07|10|WOJ. £ÓDZKIE|M|48|B|1
2020-07|10|WOJ. £ÓDZKIE|M|48|C+E|1
2020-07|10|WOJ. £ÓDZKIE|M|48|B1|1
2020-07|10|WOJ. £ÓDZKIE|M|48|C1+E|1
2020-07|10|WOJ. £ÓDZKIE|M|48|T|1
2020-07|10|WOJ. £ÓDZKIE|M|48|D1|1
2020-07|10|WOJ. £ÓDZKIE|M|48|A|2
2020-07|10|WOJ. £ÓDZKIE|M|48|C|1
2020-07|10|WOJ. £ÓDZKIE|M|48|A2|2
2020-07|10|WOJ. £ÓDZKIE|M|48|D|1
2020-07|10|WOJ. £ÓDZKIE|M|48|C1|1
2020-07|10|WOJ. £ÓDZKIE|M|49|T|3
2020-07|10|WOJ. £ÓDZKIE|M|49|D+E|2
2020-07|10|WOJ. £ÓDZKIE|M|49|A1|2
2020-07|10|WOJ. £ÓDZKIE|M|49|B+E|3
2020-07|10|WOJ. £ÓDZKIE|M|49|C1+E|2
2020-07|10|WOJ. £ÓDZKIE|M|49|A2|2
2020-07|10|WOJ. £ÓDZKIE|M|49|C+E|2
2020-07|10|WOJ. £ÓDZKIE|M|49|D1+E|2
2020-07|10|WOJ. £ÓDZKIE|M|49|A|2
2020-07|10|WOJ. £ÓDZKIE|M|50|C|2
2020-07|10|WOJ. £ÓDZKIE|M|50|C1|2
2020-07|10|WOJ. £ÓDZKIE|M|50|C+E|2
2020-07|10|WOJ. £ÓDZKIE|M|50|B+E|2
2020-07|10|WOJ. £ÓDZKIE|M|50|T|2
2020-07|10|WOJ. £ÓDZKIE|M|50|C1+E|2
2020-07|10|WOJ. £ÓDZKIE|M|51|C+E|1
2020-07|10|WOJ. £ÓDZKIE|M|51|B1|1
2020-07|10|WOJ. £ÓDZKIE|M|51|AM|1
2020-07|10|WOJ. £ÓDZKIE|M|51|B+E|3
2020-07|10|WOJ. £ÓDZKIE|M|51|C1+E|1
2020-07|10|WOJ. £ÓDZKIE|M|51|T|2
2020-07|10|WOJ. £ÓDZKIE|M|51|B|1
2020-07|10|WOJ. £ÓDZKIE|M|52|B1|1
2020-07|10|WOJ. £ÓDZKIE|M|52|B|1
2020-07|10|WOJ. £ÓDZKIE|M|52|AM|1
2020-07|10|WOJ. £ÓDZKIE|M|53|AM|2
2020-07|10|WOJ. £ÓDZKIE|M|53|B1|2
2020-07|10|WOJ. £ÓDZKIE|M|53|C|1
2020-07|10|WOJ. £ÓDZKIE|M|53|B|2
2020-07|10|WOJ. £ÓDZKIE|M|53|C1|1
2020-07|10|WOJ. £ÓDZKIE|M|54|D1|1
2020-07|10|WOJ. £ÓDZKIE|M|54|D|1
2020-07|10|WOJ. £ÓDZKIE|M|55|T|1
2020-07|10|WOJ. £ÓDZKIE|M|55|C+E|1
2020-07|10|WOJ. £ÓDZKIE|M|55|B+E|1
2020-07|10|WOJ. £ÓDZKIE|M|55|C1+E|1
2020-07|10|WOJ. £ÓDZKIE|M|55|C|1
2020-07|10|WOJ. £ÓDZKIE|M|55|C1|1
