DATA_MC|KOD_WOJ|NAME|PLEC|WIEK|ILOSC
2019-10|32|WOJ. ZACHODNIOPOMORSKIE|M|27|11
2019-10|32|WOJ. ZACHODNIOPOMORSKIE|M|31|3
2019-10|32|WOJ. ZACHODNIOPOMORSKIE|M|23|15
2019-10|32|WOJ. ZACHODNIOPOMORSKIE|M|26|7
2019-10|32|WOJ. ZACHODNIOPOMORSKIE|M|19|87
2019-10|32|WOJ. ZACHODNIOPOMORSKIE|M|29|13
2019-10|32|WOJ. ZACHODNIOPOMORSKIE|M|14|7
2019-10|32|WOJ. ZACHODNIOPOMORSKIE|M|30|9
2019-10|32|WOJ. ZACHODNIOPOMORSKIE|M|32|6
2019-10|32|WOJ. ZACHODNIOPOMORSKIE|M|39|4
2019-10|32|WOJ. ZACHODNIOPOMORSKIE|M|40|6
2019-10|32|WOJ. ZACHODNIOPOMORSKIE|M|48|3
2019-10|32|WOJ. ZACHODNIOPOMORSKIE|M|35|9
2019-10|32|WOJ. ZACHODNIOPOMORSKIE|M|17|3
2019-10|32|WOJ. ZACHODNIOPOMORSKIE|M|28|13
2019-10|32|WOJ. ZACHODNIOPOMORSKIE|M|59|1
2019-10|32|WOJ. ZACHODNIOPOMORSKIE|M|41|3
2019-10|32|WOJ. ZACHODNIOPOMORSKIE|M|47|2
2019-10|32|WOJ. ZACHODNIOPOMORSKIE|M|20|43
2019-10|32|WOJ. ZACHODNIOPOMORSKIE|M|33|4
2019-10|32|WOJ. ZACHODNIOPOMORSKIE|M|49|1
2019-10|32|WOJ. ZACHODNIOPOMORSKIE|M|25|14
2019-10|32|WOJ. ZACHODNIOPOMORSKIE|M|42|6
2019-10|32|WOJ. ZACHODNIOPOMORSKIE|M|60|2
2019-10|32|WOJ. ZACHODNIOPOMORSKIE|M|66|1
2019-10|32|WOJ. ZACHODNIOPOMORSKIE|M|44|3
2019-10|32|WOJ. ZACHODNIOPOMORSKIE|M|22|28
2019-10|32|WOJ. ZACHODNIOPOMORSKIE|M|43|2
2019-10|32|WOJ. ZACHODNIOPOMORSKIE|M|18|272
2019-10|32|WOJ. ZACHODNIOPOMORSKIE|M|21|23
2019-10|32|WOJ. ZACHODNIOPOMORSKIE|M|37|8
2019-10|32|WOJ. ZACHODNIOPOMORSKIE|M|38|6
2019-10|32|WOJ. ZACHODNIOPOMORSKIE|M|67|1
2019-10|32|WOJ. ZACHODNIOPOMORSKIE|M|36|11
2019-10|32|WOJ. ZACHODNIOPOMORSKIE|M|15|4
2019-10|32|WOJ. ZACHODNIOPOMORSKIE|M|16|9
2019-10|32|WOJ. ZACHODNIOPOMORSKIE|M|54|1
2019-10|32|WOJ. ZACHODNIOPOMORSKIE|M|46|3
2019-10|32|WOJ. ZACHODNIOPOMORSKIE|M|34|7
2019-10|32|WOJ. ZACHODNIOPOMORSKIE|M|24|17
2019-10|32|WOJ. ZACHODNIOPOMORSKIE|M|45|5
