DATA_MC|KOD_WOJ|WOJEWODZTWO|PLEC|WIEK|LICZBA
2020-09|02|WOJ. DOLNOŒL¥SKIE|K|14|1
2020-09|02|WOJ. DOLNOŒL¥SKIE|K|35|15
2020-09|02|WOJ. DOLNOŒL¥SKIE|K|15|4
2020-09|02|WOJ. DOLNOŒL¥SKIE|K|39|15
2020-09|02|WOJ. DOLNOŒL¥SKIE|K|31|16
2020-09|02|WOJ. DOLNOŒL¥SKIE|K|23|40
2020-09|02|WOJ. DOLNOŒL¥SKIE|K|44|7
2020-09|02|WOJ. DOLNOŒL¥SKIE|K|16|3
2020-09|02|WOJ. DOLNOŒL¥SKIE|K|60|2
2020-09|02|WOJ. DOLNOŒL¥SKIE|K|32|13
2020-09|02|WOJ. DOLNOŒL¥SKIE|K|42|7
2020-09|02|WOJ. DOLNOŒL¥SKIE|K|46|4
2020-09|02|WOJ. DOLNOŒL¥SKIE|K|63|2
2020-09|02|WOJ. DOLNOŒL¥SKIE|K|61|1
2020-09|02|WOJ. DOLNOŒL¥SKIE|K|51|1
2020-09|02|WOJ. DOLNOŒL¥SKIE|K|25|29
2020-09|02|WOJ. DOLNOŒL¥SKIE|K|27|22
2020-09|02|WOJ. DOLNOŒL¥SKIE|K|20|65
2020-09|02|WOJ. DOLNOŒL¥SKIE|K|38|11
2020-09|02|WOJ. DOLNOŒL¥SKIE|K|41|7
2020-09|02|WOJ. DOLNOŒL¥SKIE|K|72|1
2020-09|02|WOJ. DOLNOŒL¥SKIE|K|29|24
2020-09|02|WOJ. DOLNOŒL¥SKIE|K|34|14
2020-09|02|WOJ. DOLNOŒL¥SKIE|K|22|31
2020-09|02|WOJ. DOLNOŒL¥SKIE|K|52|3
2020-09|02|WOJ. DOLNOŒL¥SKIE|K|43|3
2020-09|02|WOJ. DOLNOŒL¥SKIE|K|73|1
2020-09|02|WOJ. DOLNOŒL¥SKIE|K|30|19
2020-09|02|WOJ. DOLNOŒL¥SKIE|K|57|4
2020-09|02|WOJ. DOLNOŒL¥SKIE|K|66|1
2020-09|02|WOJ. DOLNOŒL¥SKIE|K|48|1
2020-09|02|WOJ. DOLNOŒL¥SKIE|K|18|435
2020-09|02|WOJ. DOLNOŒL¥SKIE|K|19|154
2020-09|02|WOJ. DOLNOŒL¥SKIE|K|28|25
2020-09|02|WOJ. DOLNOŒL¥SKIE|K|21|41
2020-09|02|WOJ. DOLNOŒL¥SKIE|K|26|33
2020-09|02|WOJ. DOLNOŒL¥SKIE|K|37|11
2020-09|02|WOJ. DOLNOŒL¥SKIE|K|49|4
2020-09|02|WOJ. DOLNOŒL¥SKIE|K|47|4
2020-09|02|WOJ. DOLNOŒL¥SKIE|K|17|2
2020-09|02|WOJ. DOLNOŒL¥SKIE|K|69|1
2020-09|02|WOJ. DOLNOŒL¥SKIE|K|36|15
2020-09|02|WOJ. DOLNOŒL¥SKIE|K|33|13
2020-09|02|WOJ. DOLNOŒL¥SKIE|K|24|25
2020-09|02|WOJ. DOLNOŒL¥SKIE|K|64|1
2020-09|02|WOJ. DOLNOŒL¥SKIE|K|45|5
2020-09|02|WOJ. DOLNOŒL¥SKIE|K|55|2
2020-09|02|WOJ. DOLNOŒL¥SKIE|K|50|5
2020-09|02|WOJ. DOLNOŒL¥SKIE|K|40|12
2020-09|02|WOJ. DOLNOŒL¥SKIE|K|53|6
2020-09|02|WOJ. DOLNOŒL¥SKIE|M|52|1
2020-09|02|WOJ. DOLNOŒL¥SKIE|M|71|1
2020-09|02|WOJ. DOLNOŒL¥SKIE|M|46|2
2020-09|02|WOJ. DOLNOŒL¥SKIE|M|18|435
2020-09|02|WOJ. DOLNOŒL¥SKIE|M|21|29
2020-09|02|WOJ. DOLNOŒL¥SKIE|M|30|17
2020-09|02|WOJ. DOLNOŒL¥SKIE|M|32|16
2020-09|02|WOJ. DOLNOŒL¥SKIE|M|27|15
2020-09|02|WOJ. DOLNOŒL¥SKIE|M|65|1
2020-09|02|WOJ. DOLNOŒL¥SKIE|M|58|1
2020-09|02|WOJ. DOLNOŒL¥SKIE|M|50|1
2020-09|02|WOJ. DOLNOŒL¥SKIE|M|53|1
2020-09|02|WOJ. DOLNOŒL¥SKIE|M|20|67
2020-09|02|WOJ. DOLNOŒL¥SKIE|M|40|4
2020-09|02|WOJ. DOLNOŒL¥SKIE|M|68|1
2020-09|02|WOJ. DOLNOŒL¥SKIE|M|16|38
2020-09|02|WOJ. DOLNOŒL¥SKIE|M|55|2
2020-09|02|WOJ. DOLNOŒL¥SKIE|M|29|13
2020-09|02|WOJ. DOLNOŒL¥SKIE|M|24|13
2020-09|02|WOJ. DOLNOŒL¥SKIE|M|23|24
2020-09|02|WOJ. DOLNOŒL¥SKIE|M|36|11
2020-09|02|WOJ. DOLNOŒL¥SKIE|M|48|1
2020-09|02|WOJ. DOLNOŒL¥SKIE|M|14|10
2020-09|02|WOJ. DOLNOŒL¥SKIE|M|34|7
2020-09|02|WOJ. DOLNOŒL¥SKIE|M|41|4
2020-09|02|WOJ. DOLNOŒL¥SKIE|M|35|11
2020-09|02|WOJ. DOLNOŒL¥SKIE|M|25|19
2020-09|02|WOJ. DOLNOŒL¥SKIE|M|37|6
2020-09|02|WOJ. DOLNOŒL¥SKIE|M|47|3
2020-09|02|WOJ. DOLNOŒL¥SKIE|M|19|148
2020-09|02|WOJ. DOLNOŒL¥SKIE|M|44|3
2020-09|02|WOJ. DOLNOŒL¥SKIE|M|33|8
2020-09|02|WOJ. DOLNOŒL¥SKIE|M|42|8
2020-09|02|WOJ. DOLNOŒL¥SKIE|M|43|3
2020-09|02|WOJ. DOLNOŒL¥SKIE|M|28|18
2020-09|02|WOJ. DOLNOŒL¥SKIE|M|39|5
2020-09|02|WOJ. DOLNOŒL¥SKIE|M|26|21
2020-09|02|WOJ. DOLNOŒL¥SKIE|M|31|11
2020-09|02|WOJ. DOLNOŒL¥SKIE|M|51|2
2020-09|02|WOJ. DOLNOŒL¥SKIE|M|61|1
2020-09|02|WOJ. DOLNOŒL¥SKIE|M|45|6
2020-09|02|WOJ. DOLNOŒL¥SKIE|M|15|5
2020-09|02|WOJ. DOLNOŒL¥SKIE|M|22|24
2020-09|02|WOJ. DOLNOŒL¥SKIE|M|17|11
2020-09|02|WOJ. DOLNOŒL¥SKIE|M|38|8
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|K|42|10
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|K|58|1
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|K|28|16
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|K|49|5
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|K|50|1
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|K|51|3
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|K|19|125
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|K|31|9
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|K|14|2
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|K|45|8
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|K|35|5
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|K|64|1
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|K|63|1
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|K|23|21
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|K|33|8
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|K|26|13
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|K|20|48
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|K|21|22
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|K|39|4
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|K|38|8
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|K|41|1
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|K|53|1
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|K|40|9
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|K|36|8
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|K|22|19
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|K|16|4
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|K|17|2
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|K|60|1
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|K|18|414
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|K|27|12
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|K|32|17
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|K|65|1
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|K|30|10
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|K|48|4
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|K|24|21
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|K|47|3
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|K|43|2
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|K|44|6
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|K|56|2
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|K|54|1
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|K|34|12
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|K|25|27
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|K|46|5
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|K|37|10
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|K|29|19
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|M|22|16
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|M|29|4
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|M|25|19
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|M|48|3
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|M|15|8
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|M|54|1
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|M|52|1
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|M|41|5
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|M|37|5
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|M|46|2
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|M|43|2
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|M|47|1
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|M|36|5
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|M|18|398
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|M|17|13
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|M|33|6
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|M|14|17
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|M|28|9
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|M|26|18
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|M|42|4
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|M|31|3
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|M|59|1
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|M|19|150
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|M|23|13
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|M|20|49
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|M|35|6
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|M|34|3
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|M|50|3
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|M|55|1
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|M|27|10
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|M|44|6
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|M|21|18
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|M|16|29
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|M|38|6
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|M|24|15
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|M|49|1
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|M|40|1
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|M|39|6
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|M|30|11
2020-09|04|WOJ. KUJAWSKO-POMORSKIE|M|32|9
