DATA_MC|KOD_WOJ|WOJEWODZTWO|PLEC|WIEK|LICZBA
2020-11|02|WOJ. DOLNOŒL¥SKIE|K|40|10
2020-11|02|WOJ. DOLNOŒL¥SKIE|K|33|14
2020-11|02|WOJ. DOLNOŒL¥SKIE|K|46|4
2020-11|02|WOJ. DOLNOŒL¥SKIE|K|51|1
2020-11|02|WOJ. DOLNOŒL¥SKIE|K|19|119
2020-11|02|WOJ. DOLNOŒL¥SKIE|K|26|26
2020-11|02|WOJ. DOLNOŒL¥SKIE|K|38|13
2020-11|02|WOJ. DOLNOŒL¥SKIE|K|47|5
2020-11|02|WOJ. DOLNOŒL¥SKIE|K|27|23
2020-11|02|WOJ. DOLNOŒL¥SKIE|K|49|8
2020-11|02|WOJ. DOLNOŒL¥SKIE|K|35|10
2020-11|02|WOJ. DOLNOŒL¥SKIE|K|30|16
2020-11|02|WOJ. DOLNOŒL¥SKIE|K|44|5
2020-11|02|WOJ. DOLNOŒL¥SKIE|K|54|2
2020-11|02|WOJ. DOLNOŒL¥SKIE|K|39|10
2020-11|02|WOJ. DOLNOŒL¥SKIE|K|61|1
2020-11|02|WOJ. DOLNOŒL¥SKIE|K|20|52
2020-11|02|WOJ. DOLNOŒL¥SKIE|K|23|20
2020-11|02|WOJ. DOLNOŒL¥SKIE|K|37|12
2020-11|02|WOJ. DOLNOŒL¥SKIE|K|14|2
2020-11|02|WOJ. DOLNOŒL¥SKIE|K|60|2
2020-11|02|WOJ. DOLNOŒL¥SKIE|K|45|4
2020-11|02|WOJ. DOLNOŒL¥SKIE|K|63|1
2020-11|02|WOJ. DOLNOŒL¥SKIE|K|55|1
2020-11|02|WOJ. DOLNOŒL¥SKIE|K|18|484
2020-11|02|WOJ. DOLNOŒL¥SKIE|K|36|15
2020-11|02|WOJ. DOLNOŒL¥SKIE|K|31|14
2020-11|02|WOJ. DOLNOŒL¥SKIE|K|43|11
2020-11|02|WOJ. DOLNOŒL¥SKIE|K|29|22
2020-11|02|WOJ. DOLNOŒL¥SKIE|K|34|15
2020-11|02|WOJ. DOLNOŒL¥SKIE|K|66|1
2020-11|02|WOJ. DOLNOŒL¥SKIE|K|25|40
2020-11|02|WOJ. DOLNOŒL¥SKIE|K|28|26
2020-11|02|WOJ. DOLNOŒL¥SKIE|K|32|11
2020-11|02|WOJ. DOLNOŒL¥SKIE|K|16|4
2020-11|02|WOJ. DOLNOŒL¥SKIE|K|48|3
2020-11|02|WOJ. DOLNOŒL¥SKIE|K|58|2
2020-11|02|WOJ. DOLNOŒL¥SKIE|K|21|55
2020-11|02|WOJ. DOLNOŒL¥SKIE|K|24|28
2020-11|02|WOJ. DOLNOŒL¥SKIE|K|64|1
2020-11|02|WOJ. DOLNOŒL¥SKIE|K|41|7
2020-11|02|WOJ. DOLNOŒL¥SKIE|K|17|1
2020-11|02|WOJ. DOLNOŒL¥SKIE|K|52|2
2020-11|02|WOJ. DOLNOŒL¥SKIE|K|42|5
2020-11|02|WOJ. DOLNOŒL¥SKIE|K|53|1
2020-11|02|WOJ. DOLNOŒL¥SKIE|K|56|1
2020-11|02|WOJ. DOLNOŒL¥SKIE|K|22|32
2020-11|02|WOJ. DOLNOŒL¥SKIE|M|16|11
2020-11|02|WOJ. DOLNOŒL¥SKIE|M|52|1
2020-11|02|WOJ. DOLNOŒL¥SKIE|M|17|4
2020-11|02|WOJ. DOLNOŒL¥SKIE|M|23|16
2020-11|02|WOJ. DOLNOŒL¥SKIE|M|25|22
2020-11|02|WOJ. DOLNOŒL¥SKIE|M|44|4
2020-11|02|WOJ. DOLNOŒL¥SKIE|M|40|7
2020-11|02|WOJ. DOLNOŒL¥SKIE|M|31|9
2020-11|02|WOJ. DOLNOŒL¥SKIE|M|35|6
2020-11|02|WOJ. DOLNOŒL¥SKIE|M|26|21
2020-11|02|WOJ. DOLNOŒL¥SKIE|M|24|15
2020-11|02|WOJ. DOLNOŒL¥SKIE|M|30|7
2020-11|02|WOJ. DOLNOŒL¥SKIE|M|46|2
2020-11|02|WOJ. DOLNOŒL¥SKIE|M|34|7
2020-11|02|WOJ. DOLNOŒL¥SKIE|M|19|116
2020-11|02|WOJ. DOLNOŒL¥SKIE|M|20|49
2020-11|02|WOJ. DOLNOŒL¥SKIE|M|58|1
2020-11|02|WOJ. DOLNOŒL¥SKIE|M|32|9
2020-11|02|WOJ. DOLNOŒL¥SKIE|M|49|4
2020-11|02|WOJ. DOLNOŒL¥SKIE|M|48|3
2020-11|02|WOJ. DOLNOŒL¥SKIE|M|28|20
2020-11|02|WOJ. DOLNOŒL¥SKIE|M|22|19
2020-11|02|WOJ. DOLNOŒL¥SKIE|M|36|7
2020-11|02|WOJ. DOLNOŒL¥SKIE|M|51|1
2020-11|02|WOJ. DOLNOŒL¥SKIE|M|18|490
2020-11|02|WOJ. DOLNOŒL¥SKIE|M|27|15
2020-11|02|WOJ. DOLNOŒL¥SKIE|M|21|32
2020-11|02|WOJ. DOLNOŒL¥SKIE|M|33|13
2020-11|02|WOJ. DOLNOŒL¥SKIE|M|56|1
2020-11|02|WOJ. DOLNOŒL¥SKIE|M|38|6
2020-11|02|WOJ. DOLNOŒL¥SKIE|M|15|6
2020-11|02|WOJ. DOLNOŒL¥SKIE|M|39|5
2020-11|02|WOJ. DOLNOŒL¥SKIE|M|41|4
2020-11|02|WOJ. DOLNOŒL¥SKIE|M|43|2
2020-11|02|WOJ. DOLNOŒL¥SKIE|M|61|1
2020-11|02|WOJ. DOLNOŒL¥SKIE|M|47|2
2020-11|02|WOJ. DOLNOŒL¥SKIE|M|42|3
2020-11|02|WOJ. DOLNOŒL¥SKIE|M|29|11
2020-11|02|WOJ. DOLNOŒL¥SKIE|M|14|4
2020-11|02|WOJ. DOLNOŒL¥SKIE|M|37|6
2020-11|04|WOJ. KUJAWSKO-POMORSKIE|K|47|3
2020-11|04|WOJ. KUJAWSKO-POMORSKIE|K|26|18
2020-11|04|WOJ. KUJAWSKO-POMORSKIE|K|51|2
2020-11|04|WOJ. KUJAWSKO-POMORSKIE|K|50|3
2020-11|04|WOJ. KUJAWSKO-POMORSKIE|K|39|4
2020-11|04|WOJ. KUJAWSKO-POMORSKIE|K|65|1
2020-11|04|WOJ. KUJAWSKO-POMORSKIE|K|58|1
2020-11|04|WOJ. KUJAWSKO-POMORSKIE|K|61|2
2020-11|04|WOJ. KUJAWSKO-POMORSKIE|K|31|6
2020-11|04|WOJ. KUJAWSKO-POMORSKIE|K|32|12
2020-11|04|WOJ. KUJAWSKO-POMORSKIE|K|23|17
2020-11|04|WOJ. KUJAWSKO-POMORSKIE|K|40|7
2020-11|04|WOJ. KUJAWSKO-POMORSKIE|K|37|7
2020-11|04|WOJ. KUJAWSKO-POMORSKIE|K|70|1
2020-11|04|WOJ. KUJAWSKO-POMORSKIE|K|46|6
2020-11|04|WOJ. KUJAWSKO-POMORSKIE|K|24|26
2020-11|04|WOJ. KUJAWSKO-POMORSKIE|K|60|1
2020-11|04|WOJ. KUJAWSKO-POMORSKIE|K|38|7
2020-11|04|WOJ. KUJAWSKO-POMORSKIE|K|41|2
2020-11|04|WOJ. KUJAWSKO-POMORSKIE|K|16|1
2020-11|04|WOJ. KUJAWSKO-POMORSKIE|K|18|414
2020-11|04|WOJ. KUJAWSKO-POMORSKIE|K|35|12
2020-11|04|WOJ. KUJAWSKO-POMORSKIE|K|33|10
2020-11|04|WOJ. KUJAWSKO-POMORSKIE|K|49|2
2020-11|04|WOJ. KUJAWSKO-POMORSKIE|K|21|22
2020-11|04|WOJ. KUJAWSKO-POMORSKIE|K|30|16
2020-11|04|WOJ. KUJAWSKO-POMORSKIE|K|53|1
2020-11|04|WOJ. KUJAWSKO-POMORSKIE|K|27|17
2020-11|04|WOJ. KUJAWSKO-POMORSKIE|K|43|6
2020-11|04|WOJ. KUJAWSKO-POMORSKIE|K|45|1
2020-11|04|WOJ. KUJAWSKO-POMORSKIE|K|56|1
2020-11|04|WOJ. KUJAWSKO-POMORSKIE|K|19|102
2020-11|04|WOJ. KUJAWSKO-POMORSKIE|K|20|42
2020-11|04|WOJ. KUJAWSKO-POMORSKIE|K|29|22
2020-11|04|WOJ. KUJAWSKO-POMORSKIE|K|34|13
2020-11|04|WOJ. KUJAWSKO-POMORSKIE|K|54|2
2020-11|04|WOJ. KUJAWSKO-POMORSKIE|K|36|12
2020-11|04|WOJ. KUJAWSKO-POMORSKIE|K|52|3
2020-11|04|WOJ. KUJAWSKO-POMORSKIE|K|14|1
2020-11|04|WOJ. KUJAWSKO-POMORSKIE|K|17|1
2020-11|04|WOJ. KUJAWSKO-POMORSKIE|K|25|20
2020-11|04|WOJ. KUJAWSKO-POMORSKIE|K|22|18
2020-11|04|WOJ. KUJAWSKO-POMORSKIE|K|28|9
2020-11|04|WOJ. KUJAWSKO-POMORSKIE|K|48|7
2020-11|04|WOJ. KUJAWSKO-POMORSKIE|K|42|7
2020-11|04|WOJ. KUJAWSKO-POMORSKIE|K|44|3
2020-11|04|WOJ. KUJAWSKO-POMORSKIE|M|47|1
2020-11|04|WOJ. KUJAWSKO-POMORSKIE|M|37|3
2020-11|04|WOJ. KUJAWSKO-POMORSKIE|M|50|2
2020-11|04|WOJ. KUJAWSKO-POMORSKIE|M|27|12
2020-11|04|WOJ. KUJAWSKO-POMORSKIE|M|34|5
